|     src_pathname     |             src_function             |     access     |     dst_pathname     |             dst_function             | bitwiseAndExpr |                        bitwiseAndExprLiteral                        |
| hw/usb/hcd-uhci.c    | uhci_complete_td                     | ctrl           | hw/usb/hcd-uhci.c    | uhci_complete_td                     | ... & ...      | td->ctrl & 1 << 24                                                  |
| hw/usb/hcd-uhci.c    | uhci_complete_td                     | ctrl           | hw/usb/hcd-uhci.c    | uhci_complete_td                     | ... & ...      | td->ctrl & 1 << 29                                                  |
| hw/usb/hcd-uhci.c    | uhci_complete_td                     | ctrl           | hw/usb/hcd-uhci.c    | uhci_process_frame                   | ... & ...      | td.ctrl & 2047                                                      |
| hw/usb/hcd-uhci.c    | uhci_complete_td                     | ctrl           | hw/usb/hcd-uhci.c    | uhci_handle_td                       | ... & ...      | td->ctrl & 1 << 23                                                  |
| hw/usb/hcd-uhci.c    | uhci_complete_td                     | ctrl           | hw/usb/hcd-uhci.c    | uhci_handle_td                       | ... & ...      | td->ctrl & 1 << 24                                                  |
| hw/usb/hcd-uhci.c    | uhci_complete_td                     | ctrl           | hw/usb/hcd-uhci.c    | uhci_handle_td                       | ... & ...      | td->ctrl & 1 << 29                                                  |
| hw/usb/hcd-uhci.c    | uhci_complete_td                     | ctrl           | hw/usb/hcd-uhci.c    | uhci_handle_td                       | ... & ...      | td->ctrl & 1 << 24                                                  |
| hw/usb/hcd-uhci.c    | uhci_complete_td                     | ctrl           | hw/usb/hcd-uhci.c    | uhci_queue_fill                      | ... & ...      | ptd.ctrl & 1 << 23                                                  |
| hw/usb/hcd-uhci.c    | uhci_complete_td                     | ctrl           | hw/usb/hcd-uhci.c    | uhci_queue_verify                    | ... & ...      | td->ctrl & 1 << 23                                                  |
| hw/usb/hcd-uhci.c    | uhci_complete_td                     | ctrl           | hw/usb/hcd-uhci.c    | uhci_handle_td_error                 | ... & ...      | td->ctrl & 1 << 24                                                  |
| hw/usb/hcd-uhci.c    | uhci_complete_td                     | ctrl           | hw/usb/hcd-uhci.c    | uhci_complete_td                     | ... & ...      | td->ctrl & 1 << 25                                                  |
| hw/usb/hcd-uhci.c    | uhci_complete_td                     | ctrl           | hw/usb/hcd-uhci.c    | uhci_complete_td                     | ... & ...      | td->ctrl & ~2047                                                    |
| hw/usb/hcd-uhci.c    | uhci_complete_td                     | ctrl           | hw/usb/hcd-uhci.c    | uhci_complete_td                     | ... & ...      | td->ctrl & 1 << 24                                                  |
| hw/usb/hcd-uhci.c    | uhci_complete_td                     | ctrl           | hw/usb/hcd-uhci.c    | uhci_complete_td                     | ... & ...      | td->ctrl & 1 << 29                                                  |
| hw/usb/hcd-uhci.c    | uhci_complete_td                     | ctrl           | hw/usb/hcd-uhci.c    | uhci_complete_td                     | ... & ...      | td->ctrl & 1 << 24                                                  |
| hw/usb/hcd-uhci.c    | uhci_complete_td                     | ctrl           | hw/usb/hcd-uhci.c    | uhci_complete_td                     | ... & ...      | td->ctrl & 1 << 29                                                  |
| hw/usb/hcd-xhci.c    | usb_xhci_post_load                   | addr           | hw/usb/hcd-xhci.c    | usb_xhci_post_load                   | ... & ...      | ep_ctx[0] & 7                                                       |
| hw/usb/hcd-xhci.c    | usb_xhci_post_load                   | addr           | hw/usb/hcd-xhci.c    | xhci_lookup_uport                    | ... & ...      | slot_ctx[1] >> 16 & 255                                             |
| hw/usb/hcd-xhci.c    | usb_xhci_post_load                   | addr           | hw/usb/hcd-xhci.c    | xhci_lookup_uport                    | ... & ...      | slot_ctx[0] >> 4 * i & 15                                           |
| hw/usb/hcd-xhci.c    | usb_xhci_post_load                   | addr           | hw/usb/hcd-xhci.c    | xhci_init_epctx                      | ... & ...      | ctx[2] & ~15                                                        |
| hw/usb/hcd-xhci.c    | usb_xhci_post_load                   | addr           | hw/usb/hcd-xhci.c    | xhci_init_epctx                      | ... & ...      | ctx[1] >> 3 & 7                                                     |
| hw/usb/hcd-xhci.c    | usb_xhci_post_load                   | addr           | hw/usb/hcd-xhci.c    | xhci_init_epctx                      | ... & ...      | ctx[1] >> 8 & 255                                                   |
| hw/usb/hcd-xhci.c    | usb_xhci_post_load                   | addr           | hw/usb/hcd-xhci.c    | xhci_init_epctx                      | ... & ...      | ctx[0] >> 10 & epctx->xhci->max_pstreams_mask                       |
| hw/usb/hcd-xhci.c    | usb_xhci_post_load                   | addr           | hw/usb/hcd-xhci.c    | xhci_init_epctx                      | ... & ...      | ctx[0] >> 15 & 1                                                    |
| hw/usb/hcd-xhci.c    | usb_xhci_post_load                   | addr           | hw/usb/hcd-xhci.c    | xhci_init_epctx                      | ... & ...      | ctx[2] & 1                                                          |
| hw/usb/hcd-xhci.c    | usb_xhci_post_load                   | addr           | hw/usb/hcd-xhci.c    | xhci_init_epctx                      | ... & ...      | ctx[0] >> 16 & 255                                                  |
| hw/usb/hcd-xhci.c    | usb_xhci_post_load                   | slot_ctx       | hw/usb/hcd-xhci.c    | xhci_lookup_uport                    | ... & ...      | slot_ctx[1] >> 16 & 255                                             |
| hw/usb/hcd-xhci.c    | usb_xhci_post_load                   | slot_ctx       | hw/usb/hcd-xhci.c    | xhci_lookup_uport                    | ... & ...      | slot_ctx[0] >> 4 * i & 15                                           |
| hw/usb/hcd-xhci.c    | usb_xhci_post_load                   | ep_ctx         | hw/usb/hcd-xhci.c    | usb_xhci_post_load                   | ... & ...      | ep_ctx[0] & 7                                                       |
| hw/usb/hcd-xhci.c    | usb_xhci_post_load                   | ep_ctx         | hw/usb/hcd-xhci.c    | xhci_init_epctx                      | ... & ...      | ctx[2] & ~15                                                        |
| hw/usb/hcd-xhci.c    | usb_xhci_post_load                   | ep_ctx         | hw/usb/hcd-xhci.c    | xhci_init_epctx                      | ... & ...      | ctx[1] >> 3 & 7                                                     |
| hw/usb/hcd-xhci.c    | usb_xhci_post_load                   | ep_ctx         | hw/usb/hcd-xhci.c    | xhci_init_epctx                      | ... & ...      | ctx[1] >> 8 & 255                                                   |
| hw/usb/hcd-xhci.c    | usb_xhci_post_load                   | ep_ctx         | hw/usb/hcd-xhci.c    | xhci_init_epctx                      | ... & ...      | ctx[0] >> 10 & epctx->xhci->max_pstreams_mask                       |
| hw/usb/hcd-xhci.c    | usb_xhci_post_load                   | ep_ctx         | hw/usb/hcd-xhci.c    | xhci_init_epctx                      | ... & ...      | ctx[0] >> 15 & 1                                                    |
| hw/usb/hcd-xhci.c    | usb_xhci_post_load                   | ep_ctx         | hw/usb/hcd-xhci.c    | xhci_init_epctx                      | ... & ...      | ctx[2] & 1                                                          |
| hw/usb/hcd-xhci.c    | usb_xhci_post_load                   | ep_ctx         | hw/usb/hcd-xhci.c    | xhci_init_epctx                      | ... & ...      | ctx[0] >> 16 & 255                                                  |
